UNIQUE ID,CENSUS YEAR,TRACT,BLOCK GROUP,FIPS ID,TOTAL POPULATION,POPULATION WHITE,POPULATION BLACK,POPULATION ASIAN,POPULATION OTHER,POPULATION AMERICAN INDIAN,POPULATION PACIFIC ISLANDER,POPULATION ONE RACE,POPULATION MULTI RACE,POPULATION 25 OLDER,MEDIAN AGE,MEDIAN HOUSEHOLD INCOME,HIGH SCHOOL MALE,HIGH SCHOOL MORE MALE,COLLEGE 1 YR LESS MALE,COLLEGE 1 YR MORE MALE,ASSOCIATES DEGREE MALE,BACHELORS DEGREE MALE,MASTERS DEGREE MALE,PROFESSIONAL DEGREE MALE,DOCTORAL DEGREE MALE,HIGH SCHOOL FEMALE,HIGH SCHOOL MORE FEMALE,COLLEGE 1 YR LESS FEMALE,COLLEGE 1 YR MORE FEMALE,ASSOCIATES DEGREE FEMALE,BACHELORS DEGREE FEMALE,MASTERS DEGREE FEMALE,PROFESSIONAL DEGREE FEMALE,DOCTORAL DEGREE FEMALE,PERCENT 25 YR OVER HIGH SCHOOL MORE,HOUSING UNITS,OCCUPIED HOUSING UNITS,OWNER OCCUPIED HOUSING,RENTER OCCUPIED HOUSING,PERCENT OWNER OCCUPIED,PERCENT RENTER OCCUPIED,MEDIAN HOUSE VALUE OWNER OCCUPIED,MEDIAN YEAR BUILT,VACANCY RATES
2000220330042042,2000,42.04,2,220330042042,1476,738,706,2,3,0,,,,809,28.3,26280,109,247,44,36,11,29,18,,,110,397,69,81,25,81,31,,,44%,584,524,342,182,65%,35%,$57200.00,1969,9.800000000000001%
2000220330042043,2000,42.04,3,220330042043,600,488,109,1,2,0,,,,455,40.700000000000003,39821,99,172,18,42,,13,,,,115,172,39,12,,,6,,,57%,238,216,187,29,87%,13%,$67700.00,1958,0%
2000220330042044,2000,42.04,4,220330042044,1007,384,606,1,4,0,,,,571,34.1,31125,104,154,9,12,10,12,7,,,67,171,36,19,37,6,6,,,32%,368,344,192,152,56%,44%,$62400.00,1969,3.4%
2000220330042051,2000,42.05,1,220330042051,1040,679,346,4,0,8,,,,614,33.9,37067,183,240,8,22,,,27,,,175,249,,36,16,17,5,,,47%,420,363,225,138,62%,38%,$66600.00,1966,8%
2000220330042052,2000,42.05,2,220330042052,1615,768,794,17,1,10,,,,1049,36.6,37957,190,395,27,141,,17,10,10,,209,522,55,124,,79,55,,,57%,622,626,540,86,86%,14%,$85600.00,1976,9.1%
2000220330042053,2000,42.05,3,220330042053,786,312,459,2,0,2,,,,413,28.1,47708,89,167,38,22,9,,9,,,58,177,21,33,,57,8,,,44%,286,256,205,51,80%,20%,$73400.00,1972,13.3%
2000220330042054,2000,42.05,4,220330042054,2116,741,1350,1,6,4,,,,1246,27.2,35000,219,409,37,85,24,44,,,,231,627,76,156,5,102,50,7,,49%,840,793,491,302,62%,38%,$72000.00,1982,4.4%
2000220330043011,2000,43.01,1,220330043011,1559,1294,233,4,3,7,,,,1121,37.1,46684,289,471,53,67,,62,,,,213,384,47,62,15,28,8,11,,55%,582,559,501,58,90%,10%,$81400.00,1980,11.8%
2000220330043012,2000,43.01,2,220330043012,1827,1750,41,4,8,5,,,,1184,39,44697,272,493,46,78,8,82,7,,,275,494,70,50,13,86,,,,54%,749,712,634,78,89%,11%,$92100.00,1982,14.6%
2000220330043013,2000,43.01,3,220330043013,2975,2769,162,7,4,9,,,,1780,34.4,52264,324,759,87,215,,115,11,7,,381,874,63,231,14,146,14,25,,55%,1085,1038,908,130,87%,13%,$99300.00,1983,15.6%
2000220330043021,2000,43.02,1,220330043021,1769,1734,4,5,1,3,,,,1109,35.5,60488,258,497,37,129,16,57,,,,261,500,33,93,26,74,6,7,,56%,632,601,556,45,93%,7%,$104000.00,1983,18.5%
2000220330043022,2000,43.02,2,220330043022,1603,1567,24,1,0,7,,,,976,37.1,50164,263,418,5,68,23,59,,,,249,436,39,98,5,33,12,,,53%,600,568,502,66,88%,12%,$104300.00,1984,4.8%
2000220330043023,2000,43.02,3,220330043023,2245,2177,26,11,7,3,,,,1492,35.4,47279,323,628,66,103,19,87,16,14,,372,676,35,121,40,91,17,,,58%,809,800,777,23,97%,3%,$88700.00,1979,20.8%
2000220330044011,2000,44.01,1,220330044011,1639,1586,38,3,0,5,,,,1020,37.299999999999997,50054,184,403,34,96,,63,26,,,219,491,42,100,15,74,29,7,5,55%,602,575,509,66,89%,11%,$131000.00,1978,4.3%
2000220330044012,2000,44.01,2,220330044012,1499,1404,64,0,11,8,,,,939,35,48250,182,406,46,81,22,45,30,,,178,399,26,100,17,47,31,,,54%,579,551,445,106,81%,19%,$78300.00,1975,5.7%
2000220330044013,2000,44.01,3,220330044013,1733,1651,68,7,4,3,,,,1200,42.9,65956,137,521,40,97,20,178,37,12,,248,579,54,121,26,85,45,,,63%,612,601,550,51,92%,8%,$154000.00,1978,0%
2000220330044021,2000,44.02,1,220330044021,3662,3496,101,11,11,14,,,,2073,28.7,45469,393,851,118,166,21,147,6,,,426,924,111,228,31,103,25,,,48%,1372,1312,946,366,72%,28%,$87500.00,1984,14.3%
2000220330044022,2000,44.02,2,220330044022,1757,1632,102,4,1,10,,,,1153,33.700000000000003,48942,219,449,43,128,,23,16,20,,256,513,45,99,7,81,17,8,,55%,638,620,538,82,87%,13%,$99500.00,1979,22.7%
2000220330044031,2000,44.03,1,220330044031,1465,1424,20,6,2,7,,,,917,39.200000000000003,70150,179,404,51,66,,74,28,6,,213,457,37,69,17,98,23,,,59%,477,461,441,20,96%,4%,$130900.00,1977,20%
2000220330044032,2000,44.03,2,220330044032,1021,955,49,1,0,8,,,,650,36.200000000000003,58304,102,308,41,44,16,85,20,,,139,274,27,34,9,50,15,,,57%,351,363,282,81,78%,22%,$145400.00,1983,0%
2000220330044033,2000,44.03,3,220330044033,1272,1221,31,1,1,9,,,,789,37.700000000000003,54821,156,359,15,89,13,79,7,,,179,375,25,60,43,42,26,,,58%,449,435,409,26,94%,6%,$131300.00,1978,10%
2000220330044034,2000,44.03,4,220330044034,820,801,8,1,0,9,,,,534,37.799999999999997,46500,70,195,26,64,10,18,7,,,111,271,55,59,17,15,14,,,57%,305,294,253,41,86%,14%,$94100.00,1972,0%
2000220330044035,2000,44.03,5,220330044035,834,571,234,5,21,0,,,,538,28.5,31875,77,183,,34,23,27,15,7,,87,257,33,79,10,31,10,7,,53%,292,286,234,52,82%,18%,$69900.00,1975,7.7%
2000220330045021,2000,45.02,1,220330045021,2638,2453,141,16,8,3,,,,1858,35,67542,292,859,38,193,19,256,28,33,,233,865,54,176,66,227,89,20,,65%,1054,1010,962,48,95%,5%,$139800.00,1992,6.4%
2000220330045022,2000,45.02,2,220330045022,2496,2281,120,50,8,4,,,,1585,33.4,52639,196,689,86,146,,188,56,17,,255,775,64,202,38,210,6,,,59%,962,929,830,99,89%,11%,$110100.00,1987,2.6%
2000220330045023,2000,45.02,3,220330045023,4397,3680,523,89,25,22,,,,2601,29.2,46505,372,1109,83,266,57,291,24,16,,357,1258,108,334,102,263,76,18,,54%,1716,1664,1031,633,62%,38%,$95400.00,1982,7.7%
2000220330045024,2000,45.02,4,220330045024,2029,1816,150,27,5,6,,,,1378,30.5,62163,150,625,77,142,42,164,44,6,,125,709,25,143,36,300,58,10,12,66%,809,787,713,74,91%,9%,$107500.00,1988,0%
2000220330045031,2000,45.03,1,220330045031,1458,1106,253,46,29,7,,,,973,35.5,41366,181,375,36,45,17,91,5,,,196,413,24,111,8,47,27,,,54%,519,474,437,37,92%,8%,$68900.00,1975,0%
2000220330045032,2000,45.03,2,220330045032,1032,966,34,5,4,2,,,,785,40,45234,141,328,40,55,,73,13,6,,225,398,65,34,5,45,24,,,70%,447,428,336,92,79%,21%,$80700.00,1968,17.600000000000001%
2000220330045033,2000,45.03,3,220330045033,2059,1747,181,61,14,11,,,,1347,35.6,46833,183,449,41,148,13,48,9,7,,312,554,28,94,17,64,39,,,49%,813,766,519,247,68%,32%,$80000.00,1968,5.8%
2000220330045034,2000,45.03,4,220330045034,1379,872,386,68,16,8,,,,665,27.4,33578,105,277,17,63,10,66,16,,,74,309,41,92,32,70,,,,42%,468,459,151,308,33%,67%,$108100.00,1976,11.1%
2000220330045041,2000,45.04,1,220330045041,1755,1517,130,67,4,3,,,,1187,35.799999999999997,55551,125,505,31,97,7,186,27,32,,214,566,74,57,23,157,41,,,61%,802,655,612,43,93%,7%,$89200.00,1988,3.1%
2000220330045042,2000,45.04,2,220330045042,1947,1710,169,30,18,3,,,,1315,35.4,42315,175,528,28,111,28,133,43,10,,226,658,53,83,61,207,28,,,61%,760,735,599,136,81%,19%,$111900.00,1981,8%
2000220330045043,2000,45.04,3,220330045043,1869,1577,172,61,29,8,,,,1088,30.9,52700,124,460,13,100,30,138,26,29,,137,502,8,156,56,111,27,7,,51%,814,805,384,421,48%,52%,$97900.00,1977,0%
2000220330045051,2000,45.05,1,220330045051,1919,1728,144,25,1,2,,,,1239,36.799999999999997,64643,74,577,29,164,72,172,40,26,,201,615,54,161,30,131,38,,,62%,734,682,514,168,75%,25%,$118200.00,1978,7.1%
2000220330045052,2000,45.05,2,220330045052,2260,1510,631,50,23,9,,,,1070,24.4,39375,112,419,18,94,34,161,,,,73,525,67,164,15,146,48,12,,42%,985,793,314,479,40%,60%,$95100.00,1979,2.8%
2000220330045053,2000,45.05,3,220330045053,1342,1154,127,20,15,7,,,,781,27.9,41012,97,354,31,93,35,67,23,8,,98,356,72,71,,56,34,25,,53%,533,503,183,320,36%,64%,$205200.00,1982,9.800000000000001%
2000220330045071,2000,45.07,1,220330045071,687,645,25,8,2,6,,,,415,37.799999999999997,53047,72,191,,24,12,74,9,,,64,204,11,61,,41,10,9,8,57%,288,275,209,66,76%,24%,$130200.00,1990,25%
2000220330045072,2000,45.07,2,220330045072,2426,2215,142,30,7,8,,,,1634,35,59938,155,727,67,140,15,302,29,19,,241,805,43,204,46,188,55,28,,63%,942,943,725,218,77%,23%,$132500.00,1983,3.4%
2000220330045073,2000,45.07,3,220330045073,1110,1064,34,6,3,1,,,,724,40.200000000000003,83501,22,327,7,47,21,180,50,,,62,375,44,103,18,133,9,6,,63%,411,377,354,23,94%,6%,$122900.00,1977,11.1%
2000220330045081,2000,45.08,1,220330045081,4764,4526,109,100,11,8,,,,2872,37.700000000000003,99030,133,1349,40,227,50,678,156,65,,201,1444,83,330,95,525,150,60,,59%,1471,1455,1455,,100%,,$203800.00,1990,13%
2000220330045082,2000,45.08,2,220330045082,1087,1038,37,3,1,0,,,,723,37.299999999999997,76342,102,354,26,67,,118,41,,,53,341,18,100,33,107,17,13,,64%,348,350,330,20,94%,6%,$131200.00,1981,0%
2000220330045083,2000,45.08,3,220330045083,2048,1887,98,10,12,10,,,,1220,33.799999999999997,57083,179,581,30,136,14,167,46,9,,178,618,67,120,51,148,54,,,59%,792,761,505,256,66%,34%,$112900.00,1976,0%
2000220330046021,2000,46.02,1,220330046021,1436,1006,403,9,8,7,,,,823,34.1,34688,200,279,23,32,,12,12,,,217,388,30,90,12,15,13,,11,46%,536,451,358,93,79%,21%,$96200.00,1981,13%
2000220330046022,2000,46.02,2,220330046022,1679,883,771,1,13,0,,,,1045,36,31490,182,276,15,35,7,16,17,4,,204,429,64,91,5,42,23,,,42%,620,583,408,175,70%,30%,$57800.00,1967,18.8%
2000220330046023,2000,46.02,3,220330046023,703,382,315,1,0,1,,,,453,36.9,44375,112,198,7,20,,42,14,3,,130,192,13,11,10,12,16,,,55%,235,237,200,37,84%,16%,$88000.00,1970,0%
2000220330046024,2000,46.02,4,220330046024,1515,808,691,2,3,2,,,,910,31.2,29813,141,270,32,52,10,28,,7,,241,378,23,51,,35,28,,,43%,619,576,278,298,48%,52%,$61100.00,1982,12.9%
2000220330046031,2000,46.03,1,220330046031,619,206,406,0,2,2,,,,341,25.7,36023,85,117,,14,10,,,8,,111,172,21,23,,17,,,,47%,380,233,159,74,68%,32%,$35100.00,1983,3%
2000220330046032,2000,46.03,2,220330046032,3048,1593,1412,11,13,7,,,,1803,35.200000000000003,55650,303,749,63,161,,136,66,20,,272,781,67,167,28,149,87,11,,50%,1046,960,851,109,89%,11%,$102900.00,1983,1.6%
2000220330046041,2000,46.04,1,220330046041,879,806,69,0,0,0,,,,638,37.200000000000003,63152,151,270,34,46,15,24,,,,148,294,17,69,10,34,7,9,,64%,319,291,250,41,86%,14%,$88800.00,1983,8.300000000000001%
2000220330046042,2000,46.04,2,220330046042,3498,2659,772,37,3,10,,,,2121,36.1,67325,271,938,93,141,34,265,68,66,,321,1063,140,231,76,202,74,19,,57%,1193,1141,957,184,84%,16%,$135000.00,1983,18.399999999999999%
2000220330046043,2000,46.04,3,220330046043,3012,2380,585,11,9,4,,,,1823,33,57500,241,777,90,167,55,173,20,31,,313,843,68,142,75,221,24,,,54%,1115,1072,978,94,91%,9%,$101400.00,1980,4%
2000220330047001,2000,47,1,220330047001,1239,895,327,0,9,2,,,,738,36.5,51321,156,304,45,68,,23,5,7,,172,314,18,64,5,34,16,5,,50%,468,433,406,27,94%,6%,$112800.00,1978,7.1%
2000220330047002,2000,47,2,220330047002,1229,632,585,0,1,1,,,,741,35.700000000000003,33864,157,294,21,80,6,19,5,6,,108,319,65,54,21,54,17,,,50%,442,409,311,98,76%,24%,$79700.00,1977,0%
2000220330047003,2000,47,3,220330047003,1715,1058,644,1,0,11,,,,1022,34.6,31458,165,375,52,88,7,61,2,,,200,387,26,79,12,33,37,,,44%,691,617,510,107,83%,17%,$71300.00,1979,11.3%
2000220330047004,2000,47,4,220330047004,1067,974,82,0,0,7,,,,725,36.200000000000003,36375,214,292,28,42,8,,,,,245,297,15,13,,8,9,7,,55%,406,385,369,16,96%,4%,$77700.00,1984,0%
2000220330048001,2000,48,1,220330048001,1242,1086,38,59,19,8,,,,519,23.4,22950,34,256,27,50,,81,47,17,,,220,7,45,,55,68,33,12,38%,728,701,208,493,30%,70%,$213000.00,1973,16.7%
2000220330048002,2000,48,2,220330048002,756,727,13,15,0,0,,,,499,41.6,81190,6,182,,40,13,68,26,29,,15,225,9,22,,83,80,4,12,54%,337,309,271,38,88%,12%,$159300.00,1963,16.7%
2000220330048003,2000,48,3,220330048003,1329,1195,36,76,3,4,,,,716,23.7,20985,22,217,7,36,,76,37,39,,35,410,19,83,23,176,46,8,20,47%,646,623,248,375,40%,60%,$155400.00,1977,0%
2000220330049001,2000,49,1,220330049001,1004,919,39,33,4,2,,,,504,29.1,38250,8,233,9,43,,71,32,70,,8,242,8,52,,95,42,16,21,47%,510,484,209,275,43%,57%,$188200.00,1966,11.8%
2000220330049002,2000,49,2,220330049002,683,657,14,7,1,0,,,,432,36.200000000000003,58523,40,190,,16,,75,34,25,,18,204,,13,8,117,39,9,,58%,331,320,194,126,61%,39%,$208800.00,1972,11.8%
2000220330049003,2000,49,3,220330049003,2196,1916,44,189,15,0,,,,1452,41.1,96306,47,603,23,54,16,256,117,90,,104,699,22,89,25,296,136,6,21,59%,779,741,696,45,94%,6%,$208200.00,1981,5.9%
2000220330049004,2000,49,4,220330049004,1202,1026,46,111,4,3,,,,914,42.6,61548,56,324,30,38,,79,81,40,,71,467,51,111,8,108,66,25,27,66%,515,515,448,67,87%,13%,$133800.00,1973,0%
2000220330050001,2000,50,1,220330050001,1647,1533,36,55,8,0,,,,1210,47.8,76102,54,487,,122,,163,92,56,,80,596,23,125,6,238,73,22,29,66%,653,638,596,42,93%,7%,$157200.00,1974,22.2%
2000220330050002,2000,50,2,220330050002,953,902,7,28,3,0,,,,682,42.2,72232,39,250,,57,6,55,68,25,,74,376,20,33,8,129,81,13,18,66%,384,374,347,27,93%,7%,$139100.00,1971,0%
2000220330050003,2000,50,3,220330050003,751,661,65,19,1,5,,,,510,44.4,71136,5,207,4,10,,89,54,45,,6,245,17,39,6,99,60,,18,60%,300,300,269,31,90%,10%,$129900.00,1964,25%
2010220330001001,2010,1,1,220330001001,1624,73,1529,3,3,0,0,1608,16,893,28.4,28300,170,101,10,44,7,40,0,0,0,107,324,22,171,78,37,16,0,0,43.38%,585,498,669,1111,37.58%,62.42%,$67800.00,1969,14.87%
2010220330002001,2010,2,1,220330002001,1171,112,1039,0,11,0,0,1162,9,683,31.7,32810,118,31,0,18,0,0,13,0,0,42,112,0,0,0,99,13,0,0,28.35%,550,439,518,701,42.49%,57.51%,$58300.00,1966,20.18%
2010220330002002,2010,2,2,220330002002,1284,63,1209,5,0,1,0,1278,6,632,24.4,30641,128,26,0,26,0,0,0,0,0,343,143,50,75,0,18,0,0,0,16.29%,534,511,841,742,53.13%,46.87%,$103300.00,1960,4.31%
2010220330002003,2010,2,3,220330002003,906,37,854,0,4,1,0,896,10,578,39.700000000000003,30875,83,66,0,0,0,33,0,0,33,144,184,10,117,0,57,0,0,0,35.54%,433,381,485,472,50.68%,49.32%,$104700.00,1970,12.01%
2010220330002004,2010,2,4,220330002004,1078,50,1009,0,1,2,0,1062,16,521,23.8,21392,62,45,12,33,0,0,0,0,0,21,116,50,34,18,0,14,0,0,33.659999999999997%,289,289,165,720,18.64%,81.36%,$59300.00,1972,0%
2010220330002005,2010,2,5,220330002005,1078,61,996,2,7,3,0,1069,9,590,28.3,36833,48,158,65,0,34,59,0,0,0,113,114,0,35,0,79,0,0,0,49.74%,392,372,771,496,60.85%,39.15%,$79800.00,1959,5.1%
2010220330002006,2010,2,6,220330002006,1233,96,1101,1,2,4,4,1208,25,744,32.299999999999997,36994,106,172,0,114,26,32,0,0,0,114,169,15,58,83,0,13,0,0,50.13%,527,505,675,482,58.34%,41.66%,$76100.00,1967,4.17%
2010220330003001,2010,3,1,220330003001,1795,94,1677,1,5,6,0,1783,12,1050,30.8,32500,249,123,52,53,0,18,0,0,0,254,119,33,58,0,12,16,0,0,25.86%,685,590,1087,448,70.81%,29.19%,$73800.00,1955,13.87%
2010220330004001,2010,4,1,220330004001,1300,111,1168,4,1,3,0,1287,13,751,30.4,27903,72,91,0,52,17,22,0,0,0,264,162,0,58,54,39,11,0,0,31.39%,429,412,780,597,56.64%,43.36%,$68800.00,1964,3.96%
2010220330004002,2010,4,2,220330004002,979,44,929,0,0,1,0,974,5,549,30,42909,181,74,23,32,11,8,0,0,0,160,134,46,53,29,6,0,0,0,31.18%,455,405,765,469,61.99%,38.01%,$82900.00,1964,10.99%
2010220330004003,2010,4,3,220330004003,803,48,740,2,6,2,0,798,5,471,30.7,20508,39,12,12,0,0,0,0,0,0,77,83,11,62,10,0,0,0,0,33.450000000000003%,211,181,173,373,31.68%,68.319999999999993%,$64000.00,1968,14.22%
2010220330005001,2010,5,1,220330005001,1610,42,1560,0,1,0,0,1603,7,977,32.5,22241,128,74,0,69,0,5,0,0,0,105,215,19,148,13,35,0,0,0,32.520000000000003%,559,452,530,709,42.78%,57.22%,$75100.00,1954,19.14%
2010220330005002,2010,5,2,220330005002,983,25,933,7,0,1,0,966,17,540,28.6,20398,78,59,7,32,19,0,1,0,0,118,118,13,75,0,30,0,0,0,31.96%,423,401,282,1264,18.239999999999998%,81.760000000000005%,$53000.00,1953,5.2%
2010220330005003,2010,5,3,220330005003,1559,46,1499,2,3,3,0,1553,6,911,30.8,16250,158,63,23,27,13,0,0,0,0,140,211,18,144,32,17,0,0,0,27.93%,724,624,377,1524,19.829999999999998%,80.17%,$69800.00,1955,13.81%
2010220330006011,2010,6.01,1,220330006011,1238,25,1194,4,5,1,0,1229,9,685,28.7,20769,64,12,12,0,0,0,0,0,0,105,243,75,117,9,18,24,0,0,28.82%,424,402,446,966,31.59%,68.41%,$68300.00,1969,5.19%
2010220330006012,2010,6.01,2,220330006012,1340,59,1264,0,0,2,0,1325,15,821,34.200000000000003,32121,208,39,0,0,9,30,0,0,0,182,223,8,105,65,18,27,0,0,31.05%,589,491,694,565,55.12%,44.88%,$74700.00,1959,16.64%
2010220330006013,2010,6.01,3,220330006013,1067,36,1021,0,1,3,0,1061,6,573,27.2,29271,43,33,0,25,0,0,8,0,0,128,45,24,0,10,0,11,0,0,24.12%,394,299,376,552,40.520000000000003%,59.48%,$79900.00,1958,24.11%
2010220330006021,2010,6.02,1,220330006021,853,26,813,0,7,0,0,846,7,487,29.3,20188,9,21,10,11,0,0,0,0,0,54,148,27,84,7,22,8,0,0,41.55%,277,254,226,593,27.59%,72.41%,$63700.00,1950,8.300000000000001%
2010220330006022,2010,6.02,2,220330006022,855,16,823,0,2,3,0,844,11,497,31.3,29073,165,37,0,27,0,10,0,0,0,56,156,47,95,14,0,0,0,0,28.9%,355,355,249,689,26.55%,73.45%,$69500.00,1963,0%
2010220330006023,2010,6.02,3,220330006023,628,10,612,0,0,2,0,624,4,425,42.8,16611,89,20,0,12,8,0,0,0,0,81,90,30,60,0,0,0,0,0,24.4%,318,284,202,260,43.72%,56.28%,$62800.00,1967,10.69%
2010220330006024,2010,6.02,4,220330006024,1045,10,1027,0,4,0,0,1041,4,680,37.200000000000003,33958,143,39,0,39,0,0,0,0,0,219,84,22,8,0,11,29,14,0,16.18%,305,305,719,241,74.900000000000006%,25.1%,$78200.00,1957,0%
2010220330006025,2010,6.02,5,220330006025,894,2,870,1,1,3,0,877,17,619,43.3,40324,179,91,9,38,0,44,0,0,0,138,171,26,91,29,8,17,0,0,39.25%,474,393,918,271,77.209999999999994%,22.79%,$82300.00,1958,17.09%
2010220330007011,2010,7.01,1,220330007011,1517,141,1262,28,61,1,4,1497,20,874,28.7,23984,241,139,30,36,34,27,0,6,6,181,134,29,79,19,0,7,0,0,30.99%,612,539,523,1014,34.03%,65.97%,$97900.00,1970,11.93%
2010220330007012,2010,7.01,2,220330007012,916,47,860,6,1,2,0,916,0,529,32.1,47750,113,98,11,46,0,34,0,0,7,120,207,17,47,72,64,7,0,0,46.27%,345,317,683,251,73.13%,26.87%,$87000.00,1961,8.119999999999999%
2010220330007021,2010,7.02,1,220330007021,1452,79,1289,50,6,1,0,1425,27,884,30.9,27500,111,207,34,140,15,18,0,0,0,126,196,0,115,5,71,5,0,0,58.91%,492,472,564,511,52.47%,47.53%,$83200.00,1966,4.07%
2010220330007022,2010,7.02,2,220330007022,1336,27,1301,0,0,0,0,1328,8,791,30.4,28200,82,215,0,125,19,34,37,0,0,155,310,9,191,0,47,63,0,0,64.569999999999993%,732,650,559,756,42.51%,57.49%,$98600.00,1967,11.2%
2010220330007023,2010,7.02,3,220330007023,806,37,762,1,2,1,0,803,3,456,31.1,26172,126,23,0,18,0,5,0,0,0,52,156,0,54,36,59,7,0,0,28.91%,309,270,326,570,36.380000000000003%,63.62%,$47100.00,1959,12.62%
2010220330009001,2010,9,1,220330009001,791,3,781,1,3,0,0,788,3,525,41.2,33269,42,43,0,29,0,14,0,0,0,85,137,19,16,51,46,5,0,0,40.11%,303,246,328,285,53.51%,46.49%,$85700.00,1959,18.809999999999999%
2010220330009002,2010,9,2,220330009002,656,1,647,0,2,0,0,650,6,370,30.1,31250,188,72,0,33,0,24,15,0,0,90,93,0,60,0,0,21,12,0,29.53%,260,226,568,138,80.45%,19.55%,$86000.00,1948,13.08%
2010220330009003,2010,9,3,220330009003,1177,26,1140,0,0,6,0,1172,5,726,36,26774,79,188,30,57,72,29,0,0,0,124,295,51,118,0,89,37,0,0,50.99%,566,450,532,1292,29.17%,70.83%,$77400.00,1963,20.49%
2010220330009004,2010,9,4,220330009004,568,1,558,0,3,1,0,563,5,398,42.4,45000,77,88,29,0,32,15,0,12,0,26,91,0,22,0,9,60,0,0,49.61%,172,172,389,13,96.77%,3.23%,$84500.00,1961,0%
2010220330009005,2010,9,5,220330009005,1047,12,1017,0,0,10,0,1039,8,691,38.799999999999997,20362,200,112,33,62,17,0,0,0,0,83,101,9,65,27,0,0,0,0,27.92%,496,401,450,562,44.47%,55.53%,$56800.00,1951,19.149999999999999%
2010220330010001,2010,10,1,220330010001,810,1,799,0,3,1,0,804,6,506,36.1,31806,32,55,24,0,0,8,23,0,0,69,89,0,66,0,11,8,4,0,32.36%,277,255,300,481,38.409999999999997%,61.59%,$45300.00,1968,7.94%
2010220330010002,2010,10,2,220330010002,669,2,659,0,2,0,0,663,6,441,36.799999999999997,25521,115,23,0,0,0,15,8,0,0,92,48,0,17,0,22,9,0,0,16.21%,242,242,406,283,58.93%,41.07%,$49700.00,1952,0%
2010220330010003,2010,10,3,220330010003,479,2,473,0,0,1,0,476,3,340,38.9,14953,103,42,20,22,0,0,0,0,0,81,69,0,37,12,20,0,0,0,25.86%,281,234,266,369,41.89%,58.11%,$31900.00,1953,16.73%
2010220330010004,2010,10,4,220330010004,496,2,485,2,0,0,0,489,7,310,34.200000000000003,21813,57,67,0,67,0,0,0,0,0,67,45,5,34,0,6,0,0,0,32.19%,242,199,307,132,69.930000000000007%,30.07%,$60600.00,1962,17.77%
2010220330010005,2010,10,5,220330010005,1073,8,1049,1,0,2,1,1061,12,694,34,24609,162,119,24,47,0,18,30,0,0,179,104,41,8,0,55,0,0,0,29.75%,563,501,448,740,37.71%,62.29%,$34800.00,1961,11.01%
2010220330011021,2010,11.02,1,220330011021,1404,12,1378,2,1,0,0,1393,11,641,23.7,17982,93,68,0,42,26,0,0,0,0,139,158,34,65,19,30,10,0,0,35.03%,714,622,19,1177,1.59%,98.41%,,1975,12.89%
2010220330011022,2010,11.02,2,220330011022,1984,717,1113,108,16,4,0,1958,26,1530,49.6,32888,205,281,18,116,22,73,28,0,24,179,569,36,191,30,168,123,21,0,53.36%,1061,929,688,1191,36.619999999999997%,63.38%,$154400.00,1972,12.44%
2010220330011031,2010,11.03,1,220330011031,1036,23,1010,0,1,0,0,1034,2,616,32.5,21757,151,73,7,66,0,0,0,0,0,99,169,39,83,22,25,0,0,0,36.17%,412,390,614,406,60.2%,39.799999999999997%,$79300.00,1955,5.34%
2010220330011032,2010,11.03,2,220330011032,2245,257,1945,11,8,4,0,2225,20,1149,25.6,28345,77,164,11,52,55,37,9,0,0,259,315,37,152,39,27,30,0,30,43.11%,924,780,855,1136,42.94%,57.06%,$128700.00,1975,15.58%
2010220330011041,2010,11.04,1,220330011041,1853,35,1794,1,13,2,0,1845,8,969,26,25313,179,159,48,91,0,10,10,0,0,173,249,83,93,27,26,20,0,0,37.880000000000003%,843,661,136,1558,8.029999999999999%,91.97%,$59200.00,1979,21.59%
2010220330011042,2010,11.04,2,220330011042,1402,75,1279,0,36,0,0,1390,12,696,24.8,17016,75,56,0,13,19,24,0,0,0,75,144,30,82,0,17,15,0,0,38.409999999999997%,566,406,0,1040,0%,100%,,1976,28.27%
2010220330011043,2010,11.04,3,220330011043,1175,98,987,4,53,0,16,1158,17,663,28.1,15389,19,69,14,36,0,10,9,0,0,194,101,0,93,0,8,0,0,0,42.97%,754,563,0,1252,0%,100%,,1976,25.33%
2010220330016001,2010,16,1,220330016001,891,48,828,2,4,0,0,882,9,547,33.299999999999997,21057,83,79,55,13,11,0,0,0,0,86,124,11,84,0,8,21,0,0,37.9%,359,287,322,299,51.85%,48.15%,$57900.00,1953,20.059999999999999%
2010220330016002,2010,16,2,220330016002,1017,355,627,5,9,3,2,1001,16,697,34.700000000000003,41349,55,260,7,49,19,141,30,6,8,136,241,24,51,8,91,52,6,9,64.67%,577,577,538,669,44.57%,55.43%,$163000.00,1948,0%
2010220330016003,2010,16,3,220330016003,754,677,52,11,1,1,0,742,12,544,34.9,66607,7,325,0,52,10,185,47,14,17,0,262,0,23,0,113,70,26,30,97.83%,393,393,484,300,61.73%,38.270000000000003%,$308600.00,1944,0%
2010220330016004,2010,16,4,220330016004,853,589,215,11,10,8,1,834,19,596,29.7,37917,66,269,10,95,33,79,43,0,9,23,308,26,68,16,153,39,6,0,81.06%,539,495,255,665,27.72%,72.28%,$96200.00,1949,8.16%
